♪ *ꈍ﹃ꈍ)ﾉ	Blushing For Music, blush, music
♫ꉂ (๑¯ਊ¯)=σ	Ducky Song, bird
♪!(^ O ^)y	Enjoy The Song, music, smiling
♪(o´▽｀o)ﾉ	Asking For A Song, music, smiling
٩(ó｡ò۶ ♡ )))♬	Enjoying The Music, heart, music
꒰๑˃꒵˂꒱◞ ♪⋆ฺ｡	Cloud Music, music
♪٩(✿′ᗜ‵✿)۶♪	Flowers Music, flower, music, smiling
♪~♪ ヽ໒(⌒o⌒)७ﾉ ♪~♪	Feel The Music Baby, music
♪(๑ᴖ◡ ᴖ๑)♪	Happy Music Face, blush, music, smiling
( ง ´◇｀)ง♪	Figh For Music, fight, music
ᒄ₍⁽ˆ⁰ˆ⁾₎ᒃ ♪♬	Enjoy The Music Guy, music
ヾ(´〇 ｀)ﾉ	Singing Louder
ヾ(´▽｀ ;)ゝ	Dancing And Moving, dancing, smiling, sweat
ヽ(´▽｀ ；)/♪	Happy Song, music, smiling, sweat
ヾ(´□｀* )ノ	Sing And Hands Up
ヾ(・◇・)ﾉθ～♪	Singing Good Music, music
♬♫ ♪◖(●。●)◗♪ ♫♬	Music On My Head, music
(◦˘ З(◦’ںˉ◦)	kiss, lovely Couple, smiling
(> ◇ <)♪	Rock it, excited, music
(⊙ω⊙)♡	Do you love me?, heart
(人❛ᴗ❛)	Yes, i will, smiling
ヾ(●U●)	What is going on?
ヾ(●ε●)	Hi, hi, salute_wave
(๑•́ 3 •̀๑)	I just want to kiss you, blush, kiss
(`˘ε˘`)	Kiss me fast, sweetie, kiss
(≧3≦)(≧ε≦ )	I really like u
(ʃƪ ˘ ³˘)(˘ ε˘ʃƪ)	In love all life, kiss
(˘‿˘✿)	Fashion girl, flower, smiling
( ˶˘ ³˘(◡‿◡✿)	Love U a lot, blush, flower, kiss, smiling
( ˶˘ ³˘(⋆❛ ہ ❛)	Be mine, blush, kiss
( ๑ ᴖ ᴈ ᴖ)ᴖ ᴑ ᴖ๑)♡	Like you a lot, blush, heart
♡( ˘ ³˘)(˘ ε˘ )♡	I am happy by your side, heart, kiss
♡（╹ε╹）	Will you kiss me?, heart, kiss
(๑ơ ₃ ơ )	Wanna kiss you a lot, kiss
( ◜3‾) (‾⊱◝ )	I will kiss you, kiss
(•⌣•)Then(˘⌣˘)	Relaxig, dude
(•⌣•)	I am a movie star, smiling
| (•◡•) |	Cartoon Network Series, smiling
( ๑◕◡◕๑)	Lovely kid, blush, smiling
( ๑◕3◕๑)	Do you want a kiss?, blush, kiss
☆L(´▽｀L )♪	Hands Up When Music Is On, music, smiling
ヽ(○´∀`)ﾉ♪	Dance And Sing, dancing, music, smiling
♪♪(o*゜∇ ゜)o～♪♪	Singing Higher, music, smiling
♪(o^0^)o♪	Enjoy The Music, excited, music, smiling
♪( ´θ｀)ノ	High Volume, music
┐(・。・┐) ♪	Listening A Good Song, music
≧(´▽｀ )≦	The Bird Dance, bird, dancing, smiling
＼(^ o ^)／	Happy Happy Face, excited, smiling
｢(;´Σ ｀〃 )ヘ	Shake The Body, blush, sweat
(ﾉ> ◇ <)ﾉ♪	Rock n Roll, excited, music
(＾Ｏ＾)☆♪	Sing Lover, music
(´▽｀)ノ♪	High Note, music, smiling
(´△｀ )♪	Singing And Practicing, music
(*⌒▽⌒* )θ～♪	A Sleepy Song, blush, music, smiling
(*゜▽゜ノノ゛☆	Clap Clap, smiling
(*￣0￣)θ～♪	A Serious Song, music
\\（*´▽｀*\\）	Sing A Song, smiling
ヽ(´Д｀ヽ)	Yelling My Feelings, sad
“ヽ(´▽｀)ノ ”	Dancing And Singing, dancing, smiling
♪( ･ｪ･)ﾂ彡(ﾟДﾟ?)	Listening A Crazy Song, music
₢⦿͡㍕⦿͡ ꀣ	Curious Ear Man
₢ ຈ▿ຈꀣ	Rare And Crazy, smiling
₢⦿͡  ˒̫̮ ⦿͡ꀣ	Hehe, Big Hear
((ᵒꈊᵒ᷅ ू‖))՞	Yes, Exciting, smiling
☾ठ ੁठ ☽	A Moon Face
– =͟͟͞͞(●⁰ꈊ⁰● |||)	Happy Moments, smiling
(๑• .̫ •๑ )	A Little Cute Face, blush
¶(⁄•˅̭•∖) ⁋	Serious Serious Problem
(((ლ(͏ ͒ • ꈊ • ͒)ლ)))♡	Loving And Happy, heart, smiling
✧.*◌·͡˔·ོ ◌*·✧	A Shine Face
((๑✧ꈊ✧๑))	Excited Face Guy, blush, smiling
Ϛ⃘๑•͡ .̫•๑꒜ ℒℴѵℯ	Pet Loving
Ϛ⃘๑•͡ .̫•๑꒜ ♬♫	Pet Singing, music
Ϛ⃘๑•͡ .̫•๑꒜	A Little Pet
⊆（ ⌒◎⌒ ）⊇	Oh My Friend, monkey
（⊂(( ・⊥・))⊃）	A Hug Is Coming, hug
⊂((〃’⊥’〃 ))⊃	Blushed Man, blush, hug
⊂(( o･ω･))⊃	Pretty Friendly Face, hug
⊂((ᵕ.ᵕ))⊃	Sleepy Hands Face, hug
⊂((・o・))⊃	Surprised Hands Face, hug, surprised
⊂((o・ェ・))⊃ノ	Serious Hands Face, hug
⊂（（〃￣ー￣〃））⊃	Big Hug Face, blush, hug
⊆◍益◍ ⊇	Emotional Guy, anger, monkey
⊆ಠ ω ಠ ⊇	You Look Good, monkey
⊂( (υ⊥υ) )⊃	Disapointed Man, hug
⊂((δ⊥δ))⊃	Im Watchin You, hug
⊂((＞⊥＜))⊃	Frustrated Man, hug
⊂((∂⊥<*))⊃	Rare Looking, hug
⊂((〃￣⊥￣〃))⊃	Serious Hug, blush, hug
⊂((*σ⊥σ*))⊃	Friendly Waiting, blush, hug
⊂(( *＞⊥σ ))⊃	Waiting And Angry, anger, hug
⊂((・⊥・ ))⊃	Open Arms, hug
C= C= C= [email protected](/ o･ｪ･o)@/	A Fast Monkey, monkey
……..。。。ﾍ@( o･ｪ･)@￣[猿]￣@( o･ｪ･)@ﾉ	Runers Monkeys, monkey
| ･ｪ･)@ |ｪ･)@ |･)@ |	Hiding Monkey, monkey
@(o･ｪ ･)ﾉ☆@(*_ _)@	An Annoying Friend, monkey
ヽ@(*^ｪ^ )@入@(･ｪ･o)@ﾉ	Happy Monkeys, monkey, smiling
@(o･ｪ･)@人@(･ｪ･o)@	Monkey Friends, monkey
@( ◕x◕ )@	No Words For You, monkey
@(・ ● ・)@	Big Monkey Nose, monkey
“(@･｡･@)/	Me Sir Pick Me
@(;･ｪ･)@ﾉ	Another Question Monkey?, monkey, sweat
○Ｏo。@(-ェ-)@ノ	Tired Monkey, annoyed, monkey
@(´ ･ｪ･ `)@	A Worried Monkey, monkey
ヾ@(o･ｪ･o)@	Bye Monkey, monkey, salute_wave
@(;･ ｪ ･)@/	I Have A Question, monkey, sweat
[email protected](･ｪ･ﾒ)@	Something Is Coming
@(･ｪ･｡)@	Looking At Left, monkey
@(｡･_･)@	Not Convinced, monkey
@(｡･｡･)@	Wow, Look At That, monkey, sparkles
@(｡･◇･)@	Monkey Open Mouth, monkey
@(o･ｪ･)@ﾉ~”	Greeting Monkey, monkey, salute_wave
@(。 ・。・)@	Curious Monkey, monkey
@(。・-・)@	Hmm, Not Sure, monkey
@(。・o・)@	Shocked Monkey, monkey, surprised
@(ᵕ . ᵕ)@	Sleepy Monkey, monkey
└@(･ｪ･ )@┐	Monkey Dancing, dancing, monkey
@(o･ｪ･o )@	Blushed Monkey, blush, monkey
@(o・ェ ・)@ノ	Monkey Say Hi, monkey, salute_wave
@(/o･ｪ･o )@/	Hands Up Monkey, monkey
@(*^ｪ^)@	Friendly Monkey, monkey, smiling
@(°･o･)@	Surprsided Monkey, monkey
@( óꎴò)@	Monkey Yay, monkey
@( oóωò)@	Emotional Monkey, monkey
@( o･ꎴ ･)@	A Happy Monkey, monkey
@(  o･ｪ･)@	A Monkey, monkey
@( o･ω ･)@	Bananananana, monkey
@-・ꈊ・[email protected]	Its Monkey Time, monkey, smiling
⋋|།’͡ᴼ╭͜ʖ╮͡ᴼ’།|⋌	Square Smiling
( ᵌ ⍨ ᵌ )	Fishy Face
（＾～＾*）	Oh Nice
ી(⊙ு⊙)િ	Bada Bada Duu
￣(=＾ー＾=)￣	Little Meaw
щ(´^｀щ)	Asking A Question, sad
ᕕ| ͡■ ﹏ ■͡ |و	Square Running, running
⋋〳 ᵕ _ʖ ᵕ 〵⋌	Tringle Face
|´Ｕ｀●)r”	Well Fine, wall
⎦◜◦¬◦◝⎣	Wooho
ɿ (•᷄દ•᷅)	You Maybe Right
J( ‘ｰ`)し	Ask Him
༾(◉◞હ̱◟◉)༿	I Dont Know Man
⎩ ᴥ ⎭	A Strange Nose
₍₍ ◟(•ૅ ॄ •ૅ๑)◞ ₎₎	Nervous Blush Face, blush
ᘛᐡᐤᐡᘚ	Cute Thing Singing
৲( ˃੭̴˂)৴	No No No Pls
༽΄◞ิ ౪◟ิ‵༼	Hehe It Is Okay
＼_(ﾟｰﾟ*彡*ﾟ▽ﾟ)_/☆･ ･･･‥…━（（●~*	Sharing Magic With Friends, bomb, smiling, sparkles
＼_(-_- 彡 -_-)_／☆･ ･ ･ ‥……━━●~*	Two Magic Persons, bomb
~●)))))☆Ю(￣ー ￣*)	Magic Boom, bomb
(๑✧◡✧๑)	Star Up Face, blush, smiling
(๑> ᴗ <๑)	Cheek Cute, blush, smiling
(◕ ‿ ◕✿)	Black Eyes Flower, flower, smiling
(✿◠ ‿ ◠)	Right Flower, flower, smiling
(◡ ‿ ◡✿)	Close Eyes Flower, flower
(◑‿◐✿)	Sick Eyes Flower, flower, smiling
o (^‿^✿)	Left Flower, flower, smiling
♫꒰･ ‿ ･๑꒱	Music Cloud Cheek, music, smiling
(•ˇ ‿ ˇ•)-→	Explain Vector, smiling
(❁´‿`❁)*✲ﾟ*	Flowers And Flowers, flower, smiling, sparkles
(❀ ◦‿◦)	Simple Flower, flower, smiling
(✿´ ‿`)	Pretty Flower, flower, smiling
(◑ ‿  ◐)	Sick Eyes, smiling
(◍ •ᴗ• ◍)	Big Circle Cheek, smiling
(─  ‿  ─)	Pleasure Sex, smiling
(•̀ᴗ•́ )و ̑̑	Evil Emoji, smiling
(•  ‿  •)	Simple Face Black, smiling
(*‿*✿)	Eyes Cute Flower, flower, smiling
( ⋂‿⋂’)	Smile Simple, smiling
(¬ ‿ ¬ )	Look Rare, smiling, smirk
(´∩ω∩｀)	Weird Into Eyes
✾(〜 ☌ω☌)〜✾	Flower Side Face, dancing, flower
(◜௰◝)	Some Bear Dumm, bear
˚✧₊⁎( ˘ω˘ )⁎⁺˳✧༚	Iluminate Dumm
٩(ↁωↁ❀)	Styile Rare Eyes, flower
(’ω’)	Small Tiny Face
（　＾ω＾）	Very Fat Food
(　^ω^）	Right Dumm, smiling
(´へωへ`*)	Down Rare Eyes
ଘ (੭ˊ꒳ˋ) ੭✧	Star Climb, angel
(´- ω -`)	Serious Bitter
(❁´ω`❁)	Flower Cheek Dumm, flower
(*^ω^*)	Smile Enjoy, blush, smiling
(*´꒳`*)	Little Tiny Dummy, blush
川´･ω･`川	Square Dumm, wall
V(=^･ω･^=)v	Validate Dumm
ｏ（Ｕ・ω・）⊃	This Way Man Bro
d(=^･ω･^=)b	Cat Big Mouth, cat, thumbs_up
୧( ॑ധ ॑)୨	Muscle Face, flex
ヾ(｡ ･ω･ ｡)	Tango Dumm
(＾ ω ＾)	Smile Cute Dum
(｀・ω・´)”	Little Eyes Point
(︶ ω ︶)	Close Eyes Good
(｡･ ω ･｡)	Pretty Things Face
( ﾉ^  ω ^)ﾉﾟ	Dummy Hands Up
(=^･ ω ･^)y＝	Salute Cat, cat, salute_wave
(=^ -ω- ^=)	Mew Dummy
(^・ ω ・^ )	Dummy Form Cat, cat
p(*＾ -＾ *)q	Old Lady
（ｖ＾ ＿ ＾）ｖ	Hands Serious
(☆^ ー ^☆)	Cheek Stars
(∩ ▂ ∩)	Mouth Large Flat
(∩  _  ∩)	Form Eyes Weird Rare
（￣ ー ￣）	Fat Serious Man
(^ - ^*)/	Left Thing Face, smiling
（＾_＾）	Fat Men Flat
( ^ _ ^)／	Flat Mouth Bad
(′ʘ⌄ʘ‵)	Big Crazy Eyes Mad, anger
῍̩̞(∗ɞ ⌄ ɞ∗)◞	Ass Eyes Form
(⌯⌅⌄⌅)	Form Eyes Bad
♡✧( ु• ⌄ • )	Eyes Point Heart, heart
(´｡･ v･｡｀)	Face Dummy Big, smiling
(n˘ v ˘•)¬	Hey You Baby, smiling
(▰˘v˘▰)	Square Black Face, blush, smiling
（＾ ｖ ＾）	Laug Pretty
(*＾v＾*)	V Mouth Nice, blush, smiling
(´• .̫  • ⋈)	Cute Thing Face
(⋆ ʾ ˙̫̮ ʿ⋆)	Cheek Small
⁽͑΅ ˙̫  ῭⁾̉	Mouth Down
( ᵕ̤  ‧̫̮  ᵕ̤ )	Dream Sleep
⁽ˇ́˙̫ ˇ̀˵⁾	Small Thing, blush
(̂ ˃̥̥̥ ˑ̫  ˂̥̥̥ )̂	Drops Tears, crying
( ‾   ʖ̫   ‾)	Nose Liar
(⌯ ⚈ै̇  ⚈ै)	Moustache Hide, mustache
( ^ ～ ^)	Simple Basic
‧⁺◟( ᵒ̴̶̷̥́  ·̫  ᵒ̴̶̷̣̥̀ )	Things Weird Face, crying
(๑ ★ .̫ ★ ๑)	Cheek Star Eyes, blush
⁽͑˙ˆ˙̫ˆ˙ ⁾̉	Point Small Weird
(( ඏ.̫ඏ*))	Weird Eyes Mouth
(*′☉.̫☉ )	Big Eyes Face
⊂( ・ ̫・ )⊃	Happy Mouth Cool, hug
(´ε｀)	Kiss you all night, kiss
(•̤̀ᵕ•̤́๑)	Finally, dude, smiling
٩(•̃-̮̮̃•̃ )۶	It Is Cool Dude
٩(-̮̮̃-̃)۶	Yoopi Yay Yay
ヽ(´～｀；）	Looking For Something, sweat
╮ ( ☆-_ ⊙;)ゞ	Got Punished, sweat
Щ(´ω｀Щ)	Why Lord
o͡͡͡͡͡͡͡͡͡͡͡͡͡͡╮(๑θωθ๑)╭o͡͡͡͡͡͡͡͡͡͡͡͡͡͡	Friendly Hug, blush, hug
o͡͡͡͡͡͡╮꒰♡∇♡*꒱╭o͡͡͡͡͡͡	Im Very Happy, heart, smiling
(｢๑•₃• )｢ʷʱʸ?	Im Asking You
ɿ(｡･ɜ･)ɾ Ⓦⓗⓐⓣ？	what you said?
ヽ(.◕ฺˇд ˇ◕ฺ; )ﾉ	Saying Something Important, sweat
ヾ(ｏ･ω･ )ﾉ	Hey Come Over Here
ヾ(´ ￢｀ )ﾉ	Hey You, Yes You
ヽ（*ω。）ノ	Something Hit Me In My Eye
ヾ(*´ー`)ノ	For Here Come
ヽ(‘ー`)ノ	Look What U Got
ヽ(。_ °)ノ	It Hit Me So Hard
ヽ（ ・＿・；)ノ	If You Say Okay, sweat
ヽ(　￣д￣;)ノ	A Big Sleepy Face, sweat
ヽ( ´¬`)ノ	Throw It To Me
╰| ⊡ _ ⊡  |╯	Square Glasses Guy, glasses
╰▐ ◑ ‸ ◑ ▐╯	A Funny Scared Guy
╰( ͡’◟◯ ͡’)╯	Big Noise Guy
╰╏ ◉ 〜 ◉ ╏╯	Square Worried Guy
╰། ﹒ _ ﹒ །╯	Square Guy
╰(　´◔ω◔ `)╯	Oh Lets See
╮(▰´△`)╭	I wondering, shrug
╮(ﾟェﾟ*)╭	No Comments, shrug
╮(╯ل͜╰ )╭	A Big Noise, shrug
╮( ꒪౪꒪ )╭	Funny Dumb Guy, shrug
╮(ਊ◞‸◟ਊ|||)╭	Old Worried Face, shrug
╮(╯-╰”)╭	Sad Worry Person, sad, shrug
╮(╯▽╰)╭	Why Not Hehe, shrug, smiling
╮(•˘︿ ˘•)╭	Worried About That feeling, shrug
╮(─▽ ─)╭	Happy And Bored, shrug, smiling
╮(＾▽＾)╭	Happy Yay Yay, shrug, smiling
╮ (. ❛ ᴗ ❛. ) ╭	Cute Little Face, shrug, smiling
＼| ￣ヘ￣|／	Feel That
＼⍩⃝／	Pac Man Face
＼（〇_ｏ ）／	Surprised Rare Face, surprised
＼(;´□｀)/	Straight Arms, sad, sweat
¯\\( °_o)/¯	Rare Meh, shrug
¯\\_(ツ )_/¯	Meh I Dont Care, shrug
(* ｀□)<炎炎炎炎	Speaking Fire
炎炎炎☆┣o(･ω･ )	Dangerous Magic
（ノ・＿・）．．．．．━━━━━━━　☆－＼☆（・＿＼）	Figthing For Magic
(´ﾉ･ω･｀)ﾉ・‥…━━━★ﾟ+.・‥…━━━★ﾟ+.・‥…━━━★ﾟ+	There You Go All My Magic, sparkles, wand
!!(ﾉﾟﾛﾟ)o･：*…━━━☆)ﾟ3ﾟ(★━━━…‥*：･o(ﾟﾛﾟヽ)	Crazy Magical People, sparkles, wand
(ノﾟ∀ﾟ)ノ⌒･*:.｡. .｡.*･゜ﾟ･*☆	Happy Sharing Magic, smiling, sparkles
（＃￣□￣）＾ｏ―∈‥・━━━━━━━☆	Ah Yaaa, Take It, wand
( ╹◡╹)っー’･*:.｡. .｡.:*･゜ﾟ･* ξ(╹-╹｡ζ	Sharing Magic With My Friend, smiling, sparkles
＼_(￣、￣ 彡 ￣ー￣)_／ －☆・　・　・　‥……━━●	Fighting For A Wand, fight, wand
(＠・｀ω・)v・・・．．…━━━☆	Blushed Magic, blush, smiling, wand
(❀∩´◔‿ゝ◔`⑅)⊃―☆　*’“*:.｡ . .｡.:*･゜ﾟ･♡♪+*.	Magic Song, flower, heart, music, smiling, sparkles, wand
(∩,,◕◞౪◟◕)⊃━☆+ ﾟ .+ .ﾟ.ﾟ｡ ﾟ ｡. +ﾟ ｡ﾟ.ﾟ｡☆*｡｡ . ｡ o .｡ﾟ｡.o｡* ｡ .｡	Enjoy The Magic Dude, sparkles, wand
(σ´Д｀)σ・・・・…━━━━☆	Where The Magic Is Going, pointing, sad, wand
(┛｀Д´)┛・…━━━★)´∀｀ﾉ)ﾉ	Hitting A Guys With Magic, anger, smiling, wand
!!(*ﾉ´∀｀)ﾉ‥‥…━━━━━☆	Throwing My Magic Wand, smiling, wand
(ﾉ>ω<)ﾉ :｡･:*:･ﾟ’★,｡･:*:♪･ﾟ’☆	Magical Cat, Music Magic And More, cat, music, sparkles
(ﾉ｀ゝ(ｪ)・)ﾉ･*: ..｡o○☆*ﾟ+.☆｡+ﾟ	Bear Sending Magic, bear, sparkles
(*￣ー￣*)/~~☆’.･.･:★’.･.･:☆’.･.･:★	Throwing Magic Away, blush, sparkles
(/￣ー￣)/‥∵:*:☆*゜★。：＊☆	Take My Magic, sparkles
(-_-)~~~○━━━━━☆ )ﾟOﾟ)	Hitting With Magic, wand
╰( ⁰ ਊ ⁰ )━☆ﾟ. *･｡ﾟ	Duck Playing Magic, bird, sparkles, wand
✩° ｡⋆⸜ (ू˙꒳​˙ )	I Feel The Magic
(つ˵•́ω•̀˵)つ━☆ﾟ.*･｡ﾟ҉̛ ༽̨҉҉ﾉ	Powerful Magic, blush, sparkles, wand
(つ◕౪◕)つ━☆ﾟ.*･ ｡ﾟ	Look This Little Magic, sparkles, wand
(☆_・)・…━━━★	The Magic Cost An Eye, wand
彡ﾟ◉ω◉ )つー☆	I Got My Magic Wand Today, wand
( ◔ ౪◔)⊃━☆ﾟ .*・	Fool Magic, wand
★≡≡＼（` △´＼）	I Will Destroy You
＝＝＝＝☆┣o(´(００)｀ )	Oink Magic
(○´･∀･)o<･。:*ﾟ;+．	Cutesy Magic, This Magic Is New For Me, smiling, sparkles
(⊃｡•́‿•̀｡)⊃ ━☆ﾟ.*･｡ﾟ	Cute Magic Face, smiling, sparkles, wand
༼∩ •́ ヮ •̀ ༽⊃ ━☆ﾟ. * ･ ｡ﾟ	Im A New Magician, donger, smiling, wand
. * ･ ｡ﾟ☆━੧༼ •́ ヮ •̀ ༽୨	Look Im Good On This, donger, smiling, wand
(っ・ω・）っ  ≡≡≡≡≡≡☆	A Magician Element
(*’▽’)ノ—==ΞΞΞ☆	Throwing Magic, smiling
╰(•̀ 3 •́)━ ☆ﾟ.*･｡ﾟ	Oh Take This, sparkles, wand
ヽ༼ຈل͜ຈ༽⊃ ─☆*:・ﾟ	Taste All My Power Bitch, donger
✩°｡⋆⸜ (ू｡•ω•｡)	Letting Magic Behind
(੭ˊ͈ ꒵ˋ͈)੭̸*✧⁺	Happy Magic, blush
(∩ ͡° ͜ʖ ͡°)⊃ ━☆ﾟ	Smiling At Magic, lenny, wand
੭•̀ω•́)੭̸*✩ ⁺˚	Take This Dumb Ass
╰( ͡° ͜ʖ ͡° )つ ──☆*:・ﾟ	My Magic Is The Best, lenny
༼∩☉ل͜☉༽⊃━☆ﾟ . * ･ ｡ﾟ	Oh Look My Magic, donger, wand
(∩｀-´ )⊃━☆ﾟ.*･ ｡ﾟ	Taste My Power, anger, sparkles, wand
ᕦ( ✿ ⊙ ͜ʖ ⊙ ✿ ) ━☆ﾟ.*･｡ﾟ	Magic Makes Me Stronger, flower, lenny, sparkles, wand
༼(∩ ͡°╭͜ʖ╮͡ ͡°)༽⊃━☆ﾟ. * ･ ｡	Oh Yes The Magic, donger, lenny, wand
༼∩✿ل͜✿༽⊃ ━☆ﾟ. * ･ ｡ﾟ	Magic With The Flowers Power, donger, flower, wand
o͡͡͡╮༼ ಠДಠ ༽╭o͡͡͡━☆ﾟ.*･｡	Abra KaDaBra Oh La La, anger, donger, sparkles, wand
(ﾉ≧∀≦)ﾉ・…━━━★	Pew Pew Magic, excited, smiling, wand
゜*☆○o｡..:*･(*´-ω)(ω-`*)･*:..｡o○☆*ﾟ	Loving Each Other, sparkles
～♥（ﾉ´∀`）ﾉ田 　ε=ε=ε=Γ（ｌｌｌ`Д´ｌｌｌ）」	Take My Love Pls, anger, heart, running, smiling
♡｡ﾟ.(*♡´◡` 人´◡` ♡*)ﾟ♡ °・	People In Real Love, heart
♡⃛◟( ˊ̱˂˃ˋ̱ )◞⸜₍ ˍ́˱˲ˍ̀ ₎⸝◟( ˊ̱˂˃ˋ̱ )◞♡⃛	Three People, heart
*̥̻̥̻̥͙*̻̥̻̥͙*̥̻̥͙*̻̥͙*̥͙ ꒰ ˆ ॢ꒵ ॢˆ꒱♡꒰•ॢ◞•ॢ *꒱ *̻͙*̥̻͙*̻̥̻͙*̥̻̥̻͙*̻̥̻̥̻͙	Happy Cloudy, heart
(◦′ᆺ‵◦) ♬° ✧❥✧¸.•*¨*✧♡✧ ℒℴѵℯ ✧♡✧*¨*•.❥	Music, Love And Feelings, heart, music, sparkles
(*’v`艸)ﾟ+｡.｡+ﾟ’ﾟ+｡.｡+ﾟ☆	Sending Love And Stars, smiling, sparkles
♡⃛=͟͟͞͞꒰ˇ❝͋ुꈊ❝͋ुˇ꒱⁼³₌₃	Too Much Love On You, heart, running, smiling
♡⑅*ॱ˖•. ·͙*̩̩͙˚̩̥̩̥*̩̩̥͙·̩̩̥͙*̩̩̥͙˚̩̥̩̥*̩̩͙‧͙ .•˖ॱ*⑅♡	Full Emotions, heart
◌⑅⃝●♡⋆♡⃝ ˻˳˯ₑ♡⃝⋆● ♡⑅⃝◌	The Name Love, heart
(๑•з•)))⋆* ♡*⋆ฺ=͟͟͞͞=͟͟͞͞	Sending Emotions, heart
☆*✲ﾟ*｡(((´♡‿♡`+)))｡*ﾟ✲*☆	Giant Love, New iPhone Face, heart, smiling, sparkles
Ƭ ɧ ձ ƞ Ƙ ʂ  (◦˘ З(◦’ںˉ◦) Ȼ ɧ ư ♡	Thanks To My Love, heart, kiss, smiling, thanks_message
Ｉ ￡ονё Υου…..φ ┃*･ω･*┃	Cute Lover Face, writing
✿*ﾟ¨ﾟ✎･ ✿.｡.:* *.:｡✿*ﾟ¨ﾟ✎･✿.｡.:* ♡LOVE♡LOVE♡ ✿*ﾟ¨ﾟ✎･ ✿.｡.:*	Drawing Love, flower, heart, sparkles, writing
•*ꑄೞᵉᵉ৳～❥ ˪৹⌵ೕ⋆.∗̥✩⁺˚	Sweet Loving, heart
*.･｡ヾ(◍ᄏᴗ))ﾉﾟ+.β੨ყ♡ β੨ყ+.°	Bye Bye Love, goodbye_message, heart, sparkles
Gооd Йight(´ε｀* ) ιον∈ Υου	Saying Good Night Love, morning_night_evening_message
(人-ω-)｡o.ﾟ｡*･♡Good Night♡･*｡ﾟo｡(-ω-人)	Good Nigh My Love, heart, morning_night_evening_message, sparkles
L(*OεV* )E	Love And Kiss You, blush, kiss, smiling
￡ονё Υου…..φ (〃∇〃 ))	Im On Fire Of Loving You, blush, smiling, writing
ℒℴѵℯ*¨* • ♡	Love And Heart, heart
(๑′ᴗ‵๑)ＩLᵒᵛᵉᵧₒᵤ♡	Pretty Face Loving, blush, heart, smiling
꒰♥︎꒱ઽᵘᵏⁱ♡ৎˊ͈ˣੰૢˋ͈ॢॽ∗｡	Nervous At Love, blush, heart
꒰๑͒•௰•๑͒꒱ℒℴѵℯ	A Cute Friend Loving
(ღˇ◡ˇ)♥ℒᵒᵛᵉᵧₒᵤ♥	You Are My Magic Love, heart, smiling
ʚ♡⃛ɞLᵒᵛᵉᵧₒᵤʚ♡ɞ(ू•ᴗ•ू❁)	Beuty Of Love, flower, heart, smiling
ℓօⓥɪɴ’ ϋ*॰¨̮ ♡➳♡ ₓₒₓₒ	XOXO Love, heart
M ɨ ʂ ʂ Ⓨσư (◡ε◡ฺ)	I Miss You
˪৹⌵ೕ ෆ⃛(˃͈ દ ˂͈ )	Kiss Me My Dear Love, blush, kiss
(๑•́ ‿ •̀๑)	Stop it, you make blush, blush, smiling
( °ᴗ°✿)	Daddy gave me this flower, flower, smiling
(🌸●‿●)	Cute flower in my hair, flower, smiling
(๑ˊ͈ ॢꇴ ˋ͈)ᵃʳⁱᵍᵃᵗᵒ〜♡॰ॱ	Looking A Heart, blush, heart, thanks_message
Lᵒᵛᵉᵧₒᵤ	Love you you you
(🌸˃́‿˂̀)	He wants me, flower, smiling
ιоνё (●´Å`)ε`○)снц♪	Love Kissing, kiss, music
(°‿° 🌸)	New flower, flower, smiling
(⑅ᵒ̴̶̷᷄ωᵒ̴̶̷᷅⊞ོॢ) fෆr yෆu⋆*⋆✩	Shy Face Loving, birthday
✧˖°(˶‾᷄ ॢ⁻̫ ‾᷅˵ॢ)◌⑅⃝*॰ॱᗪ੨ⅈઽᵘᵏⁱ✧˖°	Sweet Dreams Baby, blush
(🌸 °∀°)(°‿° ✿)	Girls like girls, flower
(🌸 °∀°)(◕∀◕🌸)	Bff girl, flower
˪৹⌵ೕ꒰ ๑•‧̮ૣ•ૣ๑꒱	Cloud Asking For Love
(๑′ڡ‵๑)۶४४yϋᵐᵐӵ♡॰⋆̥	A Yummy Love, blush, heart, yummy
(ෆ`꒳´ෆ) ˡºᵛᵉ⃛	Meaw Meaw Love, anger
⋈˖⁺♡৹⑅♡˪৹⌵ೕ♡৹⑅♡⁺˖⋈	Send Love By Letter, heart
(๑ᵉ̷͈◡ॢᵉ̷͈๑)Üfu♡	Blushed Face In Love, blush, heart, smiling
애⃛ ღсμтёღ♡(˘ᵋ ˘ )	Cute Face Kissing, heart, kiss
♡+:｡.｡LﾛVЁ｡.｡:+♡	Love Plus Hearts, heart, smiling, sparkles
(🌸 °∀°)💗(・∀・)	Love won, flower, heart
♡ +* Ɗɑɫë*+ ♡	Be My Date, heart
ॱ॰⋆(˶ॢ‾᷄﹃‾᷅˵ॢ)ӵᵘᵐᵐᵞ♡♡♡	Yummy Love, blush, heart
꒰♥︎꒱४ᵃʳⁱᵍᵅᵗᵒ ꒰´͈ॢદॢˋ͈♡꒱	Kiss My Love So Much, blush, heart, kiss, thanks_message
꒒ ০ ⌵ ୧  ♡	The Word Love, heart
(๑′ᴗ‵๑) Ｉ Lᵒᵛᵉᵧₒᵤ♥	I Want Your Love, blush, heart, smiling
